"name";"answer";"questions";"rcounts"
"4. Техническая поддержка (support@pnu.edu.ru)";Смените пароль, можно даже на текущий, и попробуйте снова войти в почту;2023100669 — не создаётся корпоративная почта.=====**Текст ошибки:**IP-адрес: 10.10.226.27. Электронная почта неправильная. Нам не удалось обработать запрос. Повторите попытку позднее.=====IP-адрес 10.10.226.27. Электронная почта неправильная. =====Справка | Выйти. Нам не удалось обработать запрос. Попробуйте позднее. IP-адрес 10.10.226.27.;6
"4. Техническая поддержка (support@pnu.edu.ru)";СНИЛС – это личный страховой номер из 11 цифр;Не могу внести СНИЛС.=====В среду, 23 декабря 2020 года, в 07:30 +03:00 получено письмо от support@pnu.edu.ru со следующим содержанием:=====>Настоящим подтверждаем получение вашего сообщения.>Проведём обработку запроса и свяжемся при первой возможности.>Вашему обращению присвоен номер 51340. > >Для решения проблемы специалистам необходимо предоставить скриншот экрана с возникшей проблемой.;3
"4. Техническая поддержка (support@pnu.edu.ru)";"Спасибо.    С уважением, начальник отдела кадров ФГБОУ ВО ""ТОГУ""  Маилова Елена Викторовна  8 4212 73 40 04";Добрый день, коллеги!=====Прошу опубликовать приказ от 18.05.2020 №001/335 общ. «О введении режима простоя» с сопроводительным текстом в личном кабинете, в новостной ленте.=====Приложение к приказу направят на корпоративную электронную почту руководителям структурных подразделений.=====С уважением, начальник отдела кадров ФГБОУ ВО «ТОГУ» Маилова Е. В. 8 4212 73 40 04.=====Добрый день, прошу опубликовать прилагаемый документ на сайте университета.;2
"4. Техническая поддержка (support@pnu.edu.ru)";Там вопрос к WiFi сети, которая в данный момент уже работает. В помещении стоит домашний роутер от D-Link, настроенный Андреем Клюевым. Это не наше оборудование и за его правильную работу я не поручусь. ;Здравствуйте! В аудитории 430л отсутствует интернет. Пришлите специалиста для настройки.=====IP-адрес аудитории: 10.10.100.114.   Дата: с 09.06.2023;2
"4. Техническая поддержка (support@pnu.edu.ru)";У вас в удаленном сеансе на рабочем столе есть папка для сохранения  Сохраняйте документы и прочие файлы в эту папку  Скачайте файл и запустите его у себя на компьютере  Вы должны быть подключены к сети Вуза, откроется сетевая папка в которой будет папка в которую вы сохранили документы;**Как скопировать файл с удалённого рабочего стола на свой?**=====У меня нет прав администратора в АИС «Нагрузка», поэтому копирую файл для согласования с преподавателями. Экспортирую сформированное поручение в Excel для отправки по почте.=====IP-адрес первого рабочего стола: 85.15.112.238. IP-адрес второго рабочего стола: 37.29.88.63. Подскажите, как перенести информацию?;4
"4. Техническая поддержка (support@pnu.edu.ru)";У вас на момент регистрации в ЛКА ТОГУ на pnu.edu.ru существовали данные о анкете из Госуслуг, причина бага была в этом. Сейчас мы поправили - бага не должно возникать при регистрации, попробуйте зарегистрироваться еще https://pnu.edu.ru/ru/applicant/cabinet/register/    Напишите что получилось, не получилось. Лучше со скриншотами внутри Личного Кабинета Абитуриента на pnu.edu.ru если в него зайдете после подтверждения;Отправлено с мобильного устройства [изображение: image.png];2 
"4. Техническая поддержка (support@pnu.edu.ru)";Это связано с процессом перевода студентов в новые факультеты. В ближайшее время Ваша студенческая карточка снова будет активной.;Доброе утро, Алина из ПОНБ-21, меня отчислили, но сессии сданы.=====Здравствуйте, студентка Ю(б)-11 Гайдук. Портал ТОГУ не работает, поэтому вы попали в список отчисленных.=====Добрый день, староста ПП(с)-91. Вся группа столкнулась с проблемой: на портале ТОГУ в разделе «Портфолио» нас отметили как отчисленных.;6
Абитуриент;Здравствуйте,  пароль обновлен o7%3hXt%;Доброго времени суток. Не получается войти в систему на сайте. Что делать?=====На данный момент не получается восстановить доступ через почту.=====Данные:=====— ФИО: Куликовский Евгений Геннадьевич;  Хабаровский край. Хабаровск;  Номер телефона: 9997928926;  Направление / Курс / Модуль: Информационные технологии;  Учебное заведение: Хабаровский автомеханический колледж.=====Так же, пришло письмо, на данную почту. Но, результаты не могу посмотреть.   ";2
Абитуриент;Здравствуйте, для подтверждения регистрации в личном кабинете абитуриента ТОГУ после регистрации вам поступает письмо с ссылкой. Проверьте папки рассылка и спам, возможно письмо там. Если письма нет, то обратитесь с просьбой об удалении регистрации и повторите регистрацию с начала.;Здравствуйте! Неправильный код не приходил?=====Время 11:27. Лукашова Мария, номер телефона 8(914)561-53-66. Отправлено из мобильной Почты, Mail.ru.;2
Департамент академической политики;"1. Обращение должно быть только от сотрудника деканата/дирекции  2. К обращению обязательно должна быть прикреплена объяснительная преподавателя.  ";Здравствуйте! Сообщите, пожалуйста, как проставить зачёты заочникам.  =====***От: Светлана Устемирова*** =====**Дата:** вт, 30 июня 2020 года, 13:18=====**Тема:** АС(аб)з-91=====**Кому:** Александр Бянкин=====*Добрый день.*=====Ведомость закрылась неделю назад, но разрешения не создаются, так как в ведомости стоит «н/зач». =====*Напишите в техническую поддержку.*=====***Александр Бянкин***=====**Дата:**  вт, 30 июня 2020 года,  12:06=====**Вопрос:** Можно ли разблокировать?;33
Департамент академической политики;"1. Обращение должно быть только от сотрудника деканата/дирекции  2. К обращению обязательно должна быть прикреплена объяснительная преподавателя.";Студент ТУЭ(аб)-91 Куркин Дмитрий получил зачёт. =====Прошу вас открыть ведомость ПИ(аб)оЗ-81 для повторного введения оценок. Оценки слетели у студента и преподавателей. Оценки введены, но не отображаются. =====IP-адрес студента: 62.249.146.176.  Без вирусов: <https://www.avast.com/sig-email?utm_medium=email&utm_source=link&utm_campaign=sig-email&utm_content=webmail>. =====**Прошу вас открыть ведомость.**=====DAB4FAD8-2DD7-40BB-A1B8-4E2AA1F9FDF2;7
Департамент академической политики;Аттестат пришлют Вам вместе с дипломом;Здравствуйте! Можете выслать аттестат по почте в электронном виде?  IP-адрес: 81.9.113.88  =====Здравствуйте! А вы можете выслать аттестат в электронной форме?  На имя: Шачнева Александра Владимировича.  Группа ЛХ (аб) 61  Факультет ФПЭ  IP-адрес:  85.15.118.185;2
Департамент академической политики;В Группе ПГС(б)з-01 нет студента Киселева Д.С., нет возможности оформить разрешения;Добрый день! Откройте, пожалуйста, разрешение на студента группы ПГС(б)з-01, Киселёва Д. С. на дисциплину «Физика», сессия 20/21 (зима + лето). Спасибо.=====С уважением, специалист 1 категории по УМР ИСИ Цой Е. А.;2
Департамент академической политики;в карточке, История приказов вы тоже можете редактировать  В представление которое включено в приказ №018/1225 от 10.11.2020 не редактируется.;Прошу внести изменение в приказы о ВКР: убрать лишний знак в формулировке темы для Приказа №018/1225 от 10.11.2020 и Приказа № 018/34 от 12.01.2021.=====С уважением, Горбач Надежда Сергеевна, Замдекана ФИРиД по УР.;2
Департамент академической политики;Вадим Александрович, не понимаю, что в данном случае может сделать ДАП?;Коллеги, добрый день. Два преподавателя отправили ведомости на Департамент управления проектами: доцент Хрущёва Т.В., 24.06, и ст. преподаватель Стрелкова Е. Ю., 25.06.=====С уважением, Васюк В. В., завкафедры английской филологии и МКК=====23 июня 2021 года была направлена заявка с просьбой проверить корректность Таблицы 1. Учебно-методической работы в пункте …;2
Департамент академической политики;вам необходимо обратиться в ваш деканат;Здравствуйте! В прошлом семестре учился в учебном заведении 91, на факультете ФАиТ и не сдал предмет «Основы проектной деятельности». В этом семестре перешёл на заочное обучение в учебное заведение (условно обозначим его как ЗМУ) З-91.=====Зачет по основам проектной деятельности не ставят без разрешения деканата. Все работы отправил преподавателю.=====Подскажите, пожалуйста, как узнать, кто и когда выставляет оценки?=====У меня уже была незачтённая работа по предмету «Термодинамика и теплопередача», но я её пересдал 23 октября 2020 года.;5
Департамент академической политики;Вам необходимо обратиться в Ваш деканат/дирекцию;Нужна справка о периоде обучения. Каким образом отправить обходной лист на подписание?=====IP-адрес: 81.9.113.14, 185.3.183.167.=====Вот возможный вариант сокращения текста и обезличивания данных:=====Как отправить запрос на справку или обходной лист через IP-адрес?;2
Департамент академической политики;Вам необходимо обратиться в деканат/дирекцию;**Здравствуйте!** Студентка 2-го курса Пасюкова Т. А. хочет обратиться с вопросом: можно ли исправить оценку за экзамен по философии? =====Хотел бы пересдать «Иностранный язык (английский)» на более высокую оценку у преподавателя Вершининой А. Р. **IP-адреса скрыты.**;2
Департамент академической политики;Ваше обращение передано декану заочного факультета;Здравствуйте! Подскажите, в какие даты установочная сессия для заочников ЛХ(аб)‑зу91 будет проходить очно, или она пройдёт дистанционно?=====Здравствуйте! Где получить форму зачёта за прошлый семестр? Можно это сделать дистанционно или необходимо личное присутствие в деканате?=====Здравствуйте! Я студентка 2 курса социальной работы, з/ф. У меня есть долги за первый семестр второго курса. Я была в роддоме и пропустила сдачу предметов. Не согласовала это вовремя с университетом, к сожалению. Когда можно сдать предметы?;11
Департамент академической политики;ведомости открыты для редактирования;Здравствуйте!=====Прошу предоставить доступ к ведомостям для групп ЛТМЕ(аб)-61, ЛТМЕак(аб)-61, ЛТМЕан(аб)-61 и ТПМаф(аб)-61 по производственной практике «НИР» в связи с указанием неверной формы отчетности — оценка вместо зачёта. Прошу также учесть оценку для группы ЛПВЯкра(б)-81 и ЛПВЯяя(б)-81 у преподавателя Кривошеевой Е. И. Скриншот прилагается.;18
Департамент академической политики;ведомость открыта для редактирования;Здравствуйте! У меня проблема с заполнением ведомости. Я ещё осваиваю электронные ресурсы, поэтому не сохранила нужные данные. По умолчанию у студентов стоит незачёт, хотя они его сдали. Это моя ошибка, я не внесла информацию. Пожалуйста, помогите мне это исправить.Студентка Морозова А. Ю. получила не ту оценку, что ей поставлена в ведомости №2101804000;76
Департамент академической политики;Ведомость открыта для редактирования до 23:59 25 мая , в 00:00 26 мая она закроется;Коллеги, добрый день!=====Откройте, пожалуйста, ведомость студентов гр. ТПМак (б)-81, которые сдали экзамен по Практикуму по культуре речевого общения на первом иностранном языке. Однако студенты не забрали свои оценки из-за неявки. Прилагаем объяснительную от преподавателя.=====Спасибо,=====С уважением,=====М. А. Горелик=====Зам. декана по учебно-организационной и методической работе ФФП и МК=====24.05.2022=====10:40=====ПИ2-130=====Коллеги, добрый день! В деканат к нам обратилась доцент каф. АФ Е. Н. Леонова с объяснительной запиской о не выставленных оценках студентам-выпускникам по дисциплине «Практикум по речевому общению на первом иностранном».;2
Департамент академической политики;Для получения справки,Вам необходимо обратиться в Ваш деканат!;Здравствуйте! Срочно нужна справка о периоде обучения по IP-адресу 213.221.12.121.;2
Департамент академической политики;За зимнюю промежуточную аттестацию 2021-2022 уч.года задолженности проставляются в период 2й ликвидационной сессии: 15.04.2022-30.04.2022. Оснований для досрочного открытия разрешения нет;Здравствуйте.=====Прошу Вас открыть ведомости студентам:Боеву Анатолию, гр. ААХ-91, и Ровенко Артему, гр. ИСС-91 — за период зимней сессии 2021–2022 по дисциплине «Физическая культура и спорт».=====Устинову Алексею, гр. ПГС-02 — по дисциплине «Физическая культура и спорт» за период зимней сессии 2021–2022 в связи с несданными материалами.=====IP-адрес: 10.10.100.114.;3
Департамент академической политики;задача дубль 69426, которая находится на исполнении;Добрый день. Создайте разрешение в сессии 2019–2020 для ст. гр. ТВ(б)-91, IP-адрес 10.10.100.114.  =====Спасибо.  =====Создайте разрешение в сессии 2019–2020 для ст. гр. ТВ(б)-91, IP-адрес 10.10.100.114.  =====Спасибо.  =====Создайте разрешение в сессии 2019–2020 для ст. гр. ТВ(б)-91, IP-адрес 10.10.100.114.;3
Департамент академической политики;Здравствуйте,  выполнено.  С уважением,  ;Добрый день!=====Введите номера приказов 026/1316 и 026/253 в системе «Лотус», где проходит государственная итоговая аттестация.=====Прошу удалить студентку Захаркину В. Н. из ведомостей за 6 и 7 семестр, восстановленную на 3 курс, в ведомость специалиста 1 категории по учебно-методической работе ИСИ Цой Е. А.=====Здравствуйте.=====Откройте, пожалуйста, ведомости для удаления студентов с незачётами из сессии «ИЭУ 2018–2019 зима» в группе М(пб) — 81 по дисциплинам «Безопасность жизнедеятельности», «Государственное регулирование экономики» и «Деловые коммуникации».;3
Департамент академической политики;Здравствуйте,  дисциплина в справочник добавлена.  С уважением,  ;Необходимо добавить на УМКД кафедры «Физика» следующие дисциплины:=====1. Магнетизм.2. Оптика.3. Введение в профессию.=====Также необходимо загрузить РП и ФОС по дисциплинам:=====* Молекулярная физика;* Электричество.=====Необходимо добавить в справочник дисциплину «Основы микропроцессорной техники» для группы МТС (аб)-81 и представить студента Гутникова Н. А.;5
Департамент академической политики;Здравствуйте,  исправлено.  С уважением,  ;Здравствуйте, добавьте, пожалуйста, председателей ГЭК Таранюк М. Н. и Яковлеву Е. В.=====В перечне модулей и дисциплин группы ПОИЯ(м)-31 отсутствует ряд дисциплин: 1. Тестирование и оценивание в обучении иностранному языку.  2. Профессиональное развитие преподавателя иностранного языка. 3. Обучение иностранному языку и его культуре. 4. Научно-исследовательская деятельность. Внесите, пожалуйста, соответствующие изменения.С уважением, Е. Н. Новикова, заместитель директора ИЛМК по учебной работе.**Просьба откорректировать.**;12
Департамент академической политики;Здравствуйте,  исправлено.   С уважением,  ;Студент Глухов Глеб Владимирович обучается на другом факультете. У него есть долги за сессии:=====— по архивоведению;=====— по возрастной анатомии, физиологии и гигиене;=====— по педагогике;=====— по интернет-технологиям;=====— по истории России (1861–1917);=====— по методике научного исследования;=====— по новой истории стран Европы и Америки.;2
Департамент академической политики;Здравствуйте, вся информация передана зав.аспирантурой Шабельниковой Е.А;Здравствуйте!=====Исправьте, пожалуйста:1. В разделе «Оценки за практику» — преподавателя *С. В. Сай* и *С. М. Бурков*.=====2. В разделе «Учебные материалы» — Учебный план — год начала подготовки 2016.=====3. В разделе «Портфолио студента» — «Оценки за сессию», семестр 3, дисциплина «Научно-исследовательская деятельность», преподаватели *С. В.* *Сай* и *С. М.* *Бурков*, ведомость 181230024.=====С уважением, аспирант Елена Ч.;5
Департамент академической политики;Здравствуйте, переводы в ТОГУ осуществляются в периоды установленные локальными нормативными актами университета: август-сентябрь (до 10 сентября) и январь-февраль (до 10 февраля). В эти периоды времени вы можете подать документы лично (ауд. 245л.), по электронной почте  tsdk@pnu.edu.ru либо прислать почтой России     1. Заявление установленной формы (скачать на сайте ТОГУ)https://pnu.edu.ru/ru/students/perevod/   2. Копия аттестата   3. Копия паспорта (со страницей прописка)   4. Копия лицензии ВУЗа   5. Копия свидетельства об аккредитации (с приложениями, где указана ваша специальность)   6. Справка об обучении   Для иностранных граждан дополнительно:  1. Копия действующего паспорта.  2. Копия визы.  3. Копия действующей регистрации.  4. Копия миграционной карты.  5. Копия РВП (при наличии).   6. Копия вида на жительство (при наличии).   (Документы на иностранном языке должны бить оформлены нотариальным переводом)     Все копии документов, кроме копии паспорта должны быть заверены ВУЗом.   Факультет ТОГУ рассматривает документы 14 дней, после дает вам заключение аттестационной комиссии. Если условия перевода вам подходят начинаем обрабатывать документы, готовим для вас справки и тд.      Наличие вакантных бюджетных мест вы можете посмотреть здесь https://pnu.edu.ru/ru/students/budget-places/list/  ;Обращаюсь с вопросом о переводе. Рассматриваю ваш университет как вариант для перевода. В настоящее время являюсь студенткой 3 курса бакалавриата по направлению «История», учусь на бюджетном месте в УдГУ.=====Изучила образовательные программы ТОГУ, но не нашла похожей специальности. Рассмотрела вариант перевода на факультет журналистики. Однако, сравнив образовательные программы разных университетов, поняла, что перевод сразу на 3 курс невозможен из-за значительных различий в программах начиная со второго курса.;2
Департамент академической политики;Здравствуйте, переводы в ТОГУ осуществляются в периоды установленные локальными нормативными актами университета: август-сентябрь и январь-февраль. В эти периоды времени вы можете подать документы лично (ауд. 245л.), по электронной почте  tsdk@pnu.edu.ru либо прислать почтой России     1. Заявление установленной формы (скачать на сайте ТОГУ)https://pnu.edu.ru/ru/students/perevod/   2. Копия аттестата   3. Копия паспорта (со страницей прописка)   4. Копия лицензии ВУЗа   5. Копия свидетельства об аккредитации (с приложениями, где указана ваша специальность)   6. Справка об обучении     Все копии документов, кроме копии паспорта должны быть заверены ВУЗом.   Факультет ТОГУ рассматривает документы 14 дней, после дает вам заключение аттестационной комиссии. Если условия перевода вам подходят начинаем обрабатывать документы, готовим для вас справки и тд.   ;Меня зовут Анна. Я обучаюсь на факультете истории и юриспруденции АмГПГУ на бюджетной основе. Интересуюсь переводом на вашу кафедру. Перевестись могу по итогам сессии. Подскажите, пожалуйста, как происходит переход на бюджетную форму обучения?=====Я достаточно хорошо учусь и активно участвую в общественной жизни. Могу выслать аттестат и дипломы по электронной почте.;2
Департамент академической политики;Здравствуйте.  Выполнено.  С уважением,  ;Добрый день! Верните, пожалуйста, доступ к учебно-методической работе. IP-адрес 10.10.226.23.=====Верните доступ в программу. Я — заведующий, распределяю нагрузку по дисциплине «Начертательная геометрия и машинная графика». IP-адрес 93.81.226.112.=====Добавьте, пожалуйста, профиль «Строительство автомобильных дорог, мостов и тоннелей» для перевода студентов группы С(б)-11, С(б)-12 и С(б)-13. Скрин прилагаю. IP-адрес 10.10.100.114.=====Здравствуйте! Студент группы ЛПВЯка (аб) - 92 Глеб А. восстановился на очное обучение на факультете высшего инженерного образования осенью.;6
Департамент академической политики;Здравствуйте.  Группа создана.  С уважением,  ;Здравствуйте! Создайте, пожалуйста, в Лотусе группы ПС(м)з-21 и ПОП(м)оз-01 для перевода студентов.=====От: Людмила Лазарева, Date: пн, 18 июля 2022 г., Subject: добавить группу ГД(с)з-21=====Елена Васильевна Ситникова, декан ФПиСГТ, 89241049964.=====При создании представления о выходе студентов из академического отпуска отсутствует группа ГД(с)з-21. Добавьте, пожалуйста, эту группу. Скриншот проблемы прилагаю.;3
Департамент академической политики;Здравствуйте.  Дисциплина в справочник добавлена.  С уважением,  ;Добрый день!=====При формировании представления на выход студентки из академического отпуска, добавьте дисциплину «Законодательство в области безопасности жизнедеятельности».=====Здравствуйте.=====Когда я готовлю представление на вывод из академического отпуска, мне необходимо указать студенту его задолженности. Но в списке дисциплин отсутствует дисциплина «Реставрация художественных изделий» для направления 29.03.04 — «Технология художественной обработки материалов» (ТХОМ).=====Помогите, пожалуйста.;2
Департамент академической политики;Здравствуйте.  Дисциплина добавлена в справочник.  С уважением,  ;Здравствуйте!=====В учебном плане 38.05.01 отсутствует дисциплина "История театра и кино".=====Подскажите, пожалуйста, что делать.=====С уважением,=====Богданова Д. В.=====Специалист по учебно-методической работе,=====Деканат факультета фундаментальной подготовки и международных    коммуникаций ПИ ТОГУ (ПИ2-130),=====тел.: (4212) 30-23-79.;2
Департамент академической политики;Здравствуйте.  Дисциплина добавлена.  Большая просьба - указывайте, пожалуйста, кафедру дисциплины.  ;Добавьте, пожалуйста, «Практикум по лингвострановедению иностранного языка» в список задолженностей для создания индивидуального учебного плана.=====Добавьте, пожалуйста,  «Практикум устной и письменной речи в подготовке переводчика» в список задолженностей  для создания индивидуального учебного плана. =====Оба запроса от Кондаковой О. П.;2
Департамент академической политики;Здравствуйте.  Дисциплина добавлена.  С уважением,  ;Для восстановления студента необходимо добавить дисциплину «Методы диагностической и коррекционно-развивающей работы с детьми с нарушениями речи». Обратитесь к специалисту по УМР факультета начального, дошкольного и дефектологического образования, Веронике Владимировне Куташовой, по телефону 42-07-27.=====В представлении на вывод студента из академического отпуска отсутствует дисциплина «Правовое обеспечение научно-исследовательских и опытно-конструкторских работ». Добавьте её, пожалуйста.;16
Департамент академической политики;Здравствуйте.  Дисциплины в справочник добавлены.  С уважением,  ;Для представления на выход студента ИЛМК из академического отпуска добавьте в базу «Лотус» дисциплины:=====— Стилистика первого языка=====— История и культура стран второго языка=====С уважением, Кондакова О. П.=====В представлении на вывод студента из академического отпуска не хватает дисциплин:=====— Основы метрологии=====— Сертификация художественных изделий;*  *Современные методы исследования металлов;*  *Проектирование литейной оснастки.*  Добавьте пожалуйста.=====Здравствуйте!     Делаю Представлен";3
Департамент академической политики;Здравствуйте.  Дисциплины добавлены.  С уважением,  ;Здравствуйте!=====Просим добавить дисциплины «Учебная практика: практикумы по пластическому моделированию» и «Учебная практика: техника и технология ручной и печатной графики».=====С уважением, Богданова Анастасия Викторовна Специалист по УМР Деканат ФИРиД ПИТОГУтел. (4212) 21-00-34.=====От: Ирина Сараханова <010056@pnu.edu.ru>Дата: пт, 22 сент. 2023 г., 15:52Subject: Добавить в выбор дисциплинTo: УМУ Поддержка ТОГУ <support_umu@pnu.edu.ru>=====Здравствуйте. Для формирования представления о переводе студента добавьте, пожалуйста, указанные дисциплины.;13
Департамент академической политики;Здравствуйте.  Исправлено.  С уважением,  ;Здравствуйте!=====В личном деле группы ПОИД-81 обучение обозначено как очное. Исправьте заочное обучение на очное, пожалуйста.=====У меня есть пометка, что меня нет в учебном плане. Что это значит и какие предметы у меня отсутствуют на четвёртый семестр?=====С уважением, Руководитель ЦДК ТОГУ Новикова Анна Михайловна.Телефон: 8 (4212) 76-85-24, доб. 1818.[Отправитель письма]=====**Примечание:** В представленном вами тексте указана электронная почта отправителя. Для конфиденциальности и защиты данных в тексте выше я изменила формат адреса электронной почты и контактную информацию.;61
Департамент академической политики;Здравствуйте.  Исправлено.  С уважением,;Здравствуйте!=====IP-адрес: 10.0.62.53. Добавьте фамилию Платнова Н. М. для печати диплома группы ПОИО (б)з-61.=====В учебную карточку ст. Ж(б)з-91 Канатчиковой Т.В. внесите код её специальности.=====В тексте представления на восстановления Бабанина Е. А. (ТЭФ, 1 курс, НТС(с)-11) исправьте старый код направления на новый.=====В представлении на восстановление Чебана М. А. (ЗФ, 4 курс, СС(аб)-51) исправить старый код направления  на новый.;6
Департамент академической политики;Здравствуйте.  Исправлено.  С уважением.  ;Добрый день.=====Удалить записи о студенте Соловьёве В.Л., не соответствующие итогам промежуточной аттестации. Зачет/незачет: 11.01.2019.=====Дисциплина: Метрология, стандартизация и сертификация. 144 часа/72 часа.=====Курсовая работа: неудовл. 10.01.2019=====Удалить запись о студенте Яковлевой Д. Р. из ведомости 2019–2020, дисциплина: Производственная практика.=====С уважением,Попов Е. В.=====**Примечание:** Я привела сокращённый вариант текста, опуская конкретные даты, номера ведомостей и фамилии студентов. Важно понимать, что это лишь пример, и в зависимости от контекста и юридических обстоятельств он может быть изменён. Для получения более точной информации необходимо обратиться к исходному тексту.;3
Департамент академической политики;Информация передана декану заочного факультета;Здравствуйте!=====В первом семестре я сдал с опозданием контрольную и лабораторную работы по физике. Преподаватель не проставил мне зачёт за семестр. Сейчас я сдал работы, но преподаватель сказал, что зачёт нужно проставить через деканат. Подскажите, пожалуйста, что мне делать?=====С уважением,Усольцев Николай Владимирович, IP-адрес: 37.146.127.42.=====**Примечание:**  В данном тексте из-за обезличенного характера текста и отсутствия контекста невозможно определить, кто является автором обращения.=====Здравствуйте! Я обучаюсь в группе ЗЧС(аб)зуд-91 и не проставил зачёт по двум предметам.;3
Департамент академической политики;Информация передана зав.аспирантурой Шабельниковой Е.А.;Запрос 1:Здравствуйте! Поменяйте, пожалуйста, в разделе «Общая информация» год начала подготовки на 2016. Запрос 2:Переведите меня на 3 курс в личном кабинете на портале ТОГУ. Выписка из приказа есть. Запрос 3:Подскажите, где на сайте можно узнать стоимость обучения в ТОГУ?;3
Департамент академической политики;Лишняя пара, пометку на удаление поставили;Прошу открыть журнал посещений для преподавателя по дисциплинам «История Древнего мира» и «История Средних веков» (Фомин А. А.).=====IP-адрес: 10.0.62.68.=====Добрый день!=====Нужно убрать из расписания лекцию «Физическая культура и спорт» у преподавателя Хабаровой О. Л. для группы НДК(б)-22 с датами 01.09.232–05.01.2023.=====Спасибо.;2
Департамент академической политики;Настя, я рассказывал и даже писал, как правильно вносить изменения в еженедельное расписание, так чтобы не терялись оценки.;В электронном журнале у группы УгП-91 и групп ГП и ГрП-91 пропали темы лекций по дисциплине «Теория государства и права». Также отсутствуют отметки о присутствии на лекциях студентов этих групп.  =====С уважением, зав. кафедрой правоведения, к. ю. н.,  доцент Хадыкина Е.=====**Примечание:** данный текст может быть сокращён в соответствии с вашими требованиями.;2
Департамент академической политики;Не достаточно данных для возможности выполнить задачу ;Здравствуйте! Пропустила заполнение электронной ведомости.;2
Департамент академической политики;Не могу удалить из ведомости. Пишет, что недостаточно прав для выполнения данной операции.;Добрый день!=====Производственная практика, группа ПОФКз-51, 2001 806 0121, студент Асеев указан два раза, удалите его из списка неявившихся без оценки.=====Студентка Бопп (Рощина) Валентина была переведена с очного обучения на заочное, и по новому плану у неё не было предмета «Политология». Удалите студентку из ведомости 1701 806 0029. Это необходимо для корректного отображения информации в её дипломе.;2
Департамент академической политики;Не обоснованное удаление дисциплин, пример философия - 4 ЗЕТ у всех, почему необходимо удалить. Прошу для удаления указывать только те дисциплины, которых не должно быть в дипломе.;Студентка ФФПиМК **упоминается как студентка ЛТПЕ(б)–61** группы.  =====*ЛЕТО 2016–2017:*  — Древние языки и культуры;  — Иностранный язык;  — Интернет и мультимедиа технологии в межкультурной коммуникации;  — История;  — Основы языкознания.  *ЗИМА 2017–2018:* —Иностранный язык; —История и культура стран изучаемого языка; —Теоретическая фонетика; —Философия.  *ЛЕТО 2017–2018:* — Иностранный язык.;2
Департамент академической политики;Необходимо предоставить в ОСУП ДАП заявление на изменение с указанием обоснованной причины, почему необходимы изменения в середине семестра утвержденного расписания ;Прошу перенести практическое занятие «Коммутация и маршрутизация» и пару по предмету «Основы теории связи» для группы КСТ(б)-01.=====Перенос согласован со студентами. Он стал возможен после перераспределения нагрузки и объединения двух подгрупп.IP-адрес 77.82.45.111;2
Департамент академической политики;Обратитесь в дирекцию своего института;Здравствуйте! Я, студент Юридического института, курса УГП (АБ)-91 — Федотов Антон Антонович, не удовлетворён оценкой за экзамен по «Истории государства и права России».=====Подскажите, пожалуйста, где, как и когда можно пересдать экзамен?IP-адрес: 77.111;2
Департамент академической политики;Оценка открыта для редактирования до 00.00 31.01.2023, далее ведомость закроется автоматически;Здравствуйте.=====Прошу проверить ведомость. В отношении студентки Дианы Когай ошибочно поставлена оценка «неудовлетворительно» вместо оценки «хорошо».=====Также мною ошибочно проставлена оценка студенту Егору Ефремову по дисциплине «Инженерные системы в архитектуре». Оценка проставлена в ведомости группы И-91 в строке курсовой работы.=====Можно ли удалить ошибочно поставленную оценку?=====IP-адреса: 10.0.62.53, 37.146.1.;2
Департамент академической политики;Оценка открыта для редактирования до 23:59 27 мая, в 00:00 28 мая ведомость закроется автоматически;Добрый вечер, добрый день. Студент гр. ЗЧС(б)-81 не получил вовремя зачёт по дисциплине «Санитария и гигиена». IP-адрес: 10.10.100.114. Прошу вас открыть ведомость и поставить зачёт. Студент имеет право на стипендию.=====Прошу вас также открыть ведомость гр. ЗЧС(б)-81 и поставить зачёт Охотину Н.А., поскольку студент сдал дисциплину вовремя.;2
Департамент академической политики;оценка открыта для редактирования, исправляйте;Прошу внести изменения в экзаменационную ведомость студента группы СУЗ(с)-61. Ошибочно выставлена оценка «удовлетворительно», но студент сдал предмет на «хорошо». Объяснительная доцента Иовенко В. В. на корпоративной почте.=====IP-адрес: 92.37.219.220.=====Для контроля откройте ведомость на имя и. о. заведующего кафедрой ПГС Тишкова Н. Л.;3
Департамент академической политики;Оценки открыты для редактирования, необходимо сегодня внести результаты. Ведомость закроется в 00.00;Дополнение к заявке № 62605. Объяснительная записка от преподавателя.=====Заполнение зачетной ведомости проводилось в течение дня. Последние зачеты были выставлены в 17:20. Студенты сообщили, что не увидели отметок в личных кабинетах. Так как был конец рабочего дня, преподавателю объяснили, что изменения будут внесены на следующее утро. Однако, видимо, никто не вернулся к закрытой ведомости и оценки не изменились.;2
Департамент академической политики;ПГС(б)з-12, Малько С.К. - разрешение создано;Добрый день! Откройте, пожалуйста, разрешения на студента ПГС(б)-12 Малько С. К. на дисциплины «Основы автомобильных дорог и мостов» и «Цифровая культура» для сессии 22/23 (лето) и 21/22 (зима) по просьбе преподавателей.=====Спасибо.=====С уважением, специалист 1 категории по учебно-методическому резерву и административным информационным системам и документообороту Цой Елена Анатольевна.;2
